,Title,Year of Release,Watch Time,Genre,Movie Rating,Metascore of movie,Director,Cast,Votes,Description
444,A Grandmother's Tribe,2007 Video,59 min,"
Documentary            ",NA,NA,Dean Easterbrook,Qiujing Wong,NA,A documentary film that gives voice to a handful of silent heroes... African grandmothers caring for children orphaned due to AIDS.
445,Lo Vi Libre (first cut),2018,86 min,"
Documentary            ",NA,NA,Nicole Hawkins,,NA,"This film wanders through the thoughts, confessions, and advice from singles and couples around the world. The conversations and observations invite viewers to meditate on their own views ...                See full summary »"
446,Make a Difference,2009,14 min,"
Documentary, Short, Biography            ",NA,NA,Aaron Straight,,NA,Seven people from Africa to Arkansas ages 9-65 that 'Make A Difference' in our world. Think big but start small.
447,Murals,2017,84 min,"
Romance            ",NA,NA,Shomshuklla Das,"Sumanto Chattopadhyay,Shomshuklla Das",NA,"It is the story of a couple who where once lovers, meet in a resort after few years by chance. It is a mixed feeling of emotions. They went through the reason of their breakup and are eager...                See full summary »"
448,My Heart in Kenya,2016,54 min,"
Documentary            ",NA,NA,Hunter Wood,"Hunter Wood,Ruth Beardsley,Zeynab Mohammed",NA,A refugee emigrating from Kenya is forced to leave her infant daughter behind. Four years later a social worker tries to reunite them.
449,Monsoons Over The Moon,2015,14 min,"
Short, Sci-Fi            ",NA,NA,Dan Muchina,"Anita Kavuu,Renson Thandiwe",NA,"Set in a post-apocalyptic Nairobi, when the government has shut down the internet, books and the written word have become exponentially valuable and the world has been turned on its head."
450,Silent Drum,2010,71 min,"
Documentary, Drama, Music            ",9.3,NA,Lisa Pozo Núñez,,11,Silent Drum is a 70 min documentary film introducing a very unique Kenyan dance team. The dancers of this all girls group will never fully hear the beautiful sounds they produce - all of ...                See full summary »
451,Healing Magdalene,2013,95 min,"
Documentary, Adventure, Biography            ",NA,NA,Donna Valverde,Melanie Haynes,NA,"A Documentary film intended to stimulate an awareness of Female Genital Mutilation (FGM), a practice which predominately takes place against women throughout Eastern, Central and Western ...                See full summary »"
452,Wall za Hood,2011 Video,8 min,"
Documentary, Short, News            ",NA,NA,Katy Fentress,Kevin Esendi,NA,The policeman staring down at the children playing in the football field appears to be more robot than man. Behind him a city is engulfed in flames that firemen are battling to put out. A ...                See full summary »
453,Kazi Na Bidii,2016,60 min,"
Documentary            ",NA,NA,Hatim Hassanali,"Shahidali Khaki,Hatim Hassanali,Peter Kima,Cyrus Momanyi,Alex Mutisya",NA,"Kazi Na Bidii (Meaning Working Hard or Working With Effort in Kiswahili) is a feature length documentary film project aimed at displaying the positives.. hard work, enthusiasm, creativity, ...                See full summary »"
454,Tithes & Offerings,2019,16 min,"
Short, Comedy, Drama            ",NA,NA,Tony Koros,"Joseph Gachanja,Rose Kagwiri,Justin Karunguru,Tim King'oo",NA,A fraudulent Kenyan pastor accidentally performs a real miracle.
455,"High Hopes, Low Tides",2002,36 min,"
Short, Documentary            ",NA,NA,Julie Church,,NA,Add a Plot
456,Brother Time,2011,56 min,"
Documentary, History, News            ",NA,NA,Wesley Shrum,"Thomas Mutai,W. Wainaina",NA,"Brother Time is a mythic tale of neighbors from different tribes caught in a wider conflict. Kenya erupted in ethnic violence after the 2007 Presidential election, and the two friends fell ...                See full summary »"
457,Money and the Cross,2006,120 min,NA,NA,NA,Martin N. Munyua,"Eddy Kimani,Chichi Seii",NA,Add a Plot
458,Bufis,,100 min,"
Comedy            ",NA,NA,Mahad Ahmed,Vincenzo Cavallo,NA,Add a Plot
459,Glimpses of Kalobeyei: A New Approach to the Global Refugee Crisis,2017,9 min,"
Documentary, Short            ",NA,NA,Peter Decherney,,NA,A VR film about a new refugee settlement in north west Kenya.
460,Mzungu,2013,23 min,"
Short, Adventure, Drama            ",NA,NA,Edoardo Scotti,"Moses Juma,Selby Muckle,Martin Muckle",NA,"A young Masai, right hand of a white single father hunter who dies in a lion attack, needs to decide what to do with the newly orphaned child."
461,My Kenya @ 50,2014,NA,"
Documentary            ",NA,NA,Feisal Malik,,NA,Add a Plot
462,Invitation,2016,49 min,"
Drama            ",NA,NA,Murat Cilingir,,NA,INVITATION Suhuba is a 35 year old guy married to Jecinta..He owns a pharmacy shop which at the same time is a hideout for his drug business..His counterpart in the drug business is a nasty...                See full summary »
463,Africa Eye: Kenya's Spy Queen,2021 TV Movie,NA,"
Documentary            ",NA,NA,Sharon Machira,Jane Mugo,NA,"Private investigators are thriving in Kenya. With police widely mistrusted, many people are turning to private detectives to solve crimes. None is more famous, or controversial, than Jane ...                See full summary »"
464,Low Cost Flocks,2014,72 min,"
Documentary, Adventure            ",NA,NA,Giacomo Agnetti,,NA,Low Cost Flocks is a movie about the concept of travel and the imaginary of the journey. How different is the way to travel from the birth of low-cost and social networks? What are the new ...                See full summary »
465,Muzungo,2016,NA,"
Short            ",NA,NA,Ran Levy-Yamamori,Patrick Muzungo,NA,"In the coastal provinces of Kenya there is not much hope for children who are born with various disabilities. Children with hearing impairment, physical disabilities or mental problems ...                See full summary »"
466,Blind Justice,,NA,"
Drama            ",NA,NA,Neil Schell,,NA,A young man spends 15 years facing the gallows for a crime he did not commit. Based on the novel published in Kenya by the same name.
467,Heart of Kenya,2020,NA,"
Documentary, Short            ",NA,NA,Patryk Majchrzak,"Maria Buda,Dominik Halkowicz,Natalia Kosmowska",NA,Add a Plot
468,Portrait of Marielle,2018,NA,"
Short            ",NA,NA,Ng'endo Mukii,,NA,Add a Plot
469,Dzav,2014,NA,"
Short, Fantasy            ",NA,NA,Sahil Gada,Kunjan Dholakia,NA,Add a Plot
470,Kahawa Black,,NA,"
Drama            ",NA,NA,Esther Tebandeke,"Esther Tebandeke,Ainea Ojiambo",NA,"An ambitious young woman attempts to recover the title deed to her estranged and deceased father's coffee farm. Along the way, she has to confront the troubled relationship with her father and questions of home and what it means to her."
471,Premier/Divisions,2013,62 min,"
Documentary, History, Music            ",NA,NA,Chris Paul Daniels,,NA,"Premier/Divisions is an artist film that blurs the line between documentary and experimental observational studies, in an attempt by the maker, as an outsider, to understand the ...                See full summary »"
472,I Pray the Word-Grace,2010 Video,6 min,"
Documentary, Short, Drama            ",NA,NA,Jim Hanon,,NA,"I pray the word Grace is about an African woman, Grace Mulli, who along with her family has dedicated her life African orphans and street children."
473,Undefended,2014,40 min,"
Short, Drama, Music            ",NA,NA,Mickaela Grace,Mickaela Grace,NA,The foundational consciousness that determines how we treat our lovers is often the same algorithm for how we treat the Earth. This is a subtle love letter from one human to another on the ...                See full summary »
474,Give Me Back My Home,2014,23 min,"
Documentary, Short, Drama            ",NA,NA,Zippy Kimundu,"Alpha Yahaya Suberu,Jenny Gabrielle",NA,Revisiting the 2008 post-election violence in Kenya.
475,Mzima: Portrait of a Spring,1972,56 min,"
Documentary            ",NA,NA,Alan Root,,NA,"Arid Tsavo National Park in Kenya, examines the short ribbon of water teeming with life in the midst of a dry and thirsty land, a place called Mzima."
476,Tumaini,II 2012,30 min,"
Documentary, Short            ",NA,NA,Andre Vltchek,,NA,"Western Kenya is the area most severely affected by HIV and AIDS. This has given rise to an increased number of orphans and elderly, often sick, grandmothers having to care for their ...                See full summary »"
477,Kaleidoscope,V 2016,10 min,"
Short, Fantasy            ",NA,NA,Martin Githinji,"Melissa Kiplagat,Raymond Ofula,Muthoni Thiong'o",NA,"A woman named Candy struggles to exit an infinite loop of an abusive relationship with an unidentified man. The psychological turmoil in her creates an alter ego, who completely takes over and continues the cycle of abuse."
478,Sajili,2017,5 min,"
Short, Action            ",NA,NA,Charles Muga,"Shariff Kello,Wacu Kihara,Peter Mbugua,Mohamed Modiire",NA,Add a Plot
479,Next Adventure,2014,5 min,"
Documentary, Short, Adventure            ",NA,NA,Taylor Phillips,,NA,"An adventure through Kenya that highlights the epic scenery, amazing animal life, and vibrant culture."
480,Silvester in Love,2016,25 min,"
Documentary, Short            ",NA,NA,Tommaso Cotronei,,NA,Add a Plot
481,Skate Africa Ghana,2019,17 min,"
Short            ",NA,NA,Patrik Wallner,"Sandy Alibo,Chenai Gwandure,Yann Horowitz,Luke Jackson",NA,"South African skate svengalis Yann Horowitz, Chenai Gwandure and Luke Jackson suggested continuing our drop- ins with the diverse skate scenes throughout the continent by heading to Ghana to meet Sandy Alibo and the Accra skaters."
482,Mikono ya wavuvi,2013,9 min,"
Documentary, Short, Biography            ",NA,NA,Austin Humphries,Austin Humphries,NA,"Coral reefs are among the most biologically diverse ecosystems on Earth, however, they are also one of the most vulnerable to over-exploitation and destructive fishing practices. In East ...                See full summary »"
483,Leaking Womb,2018,148 min,"
Drama            ",NA,NA,William Oswekha,"Said Ngatha Hassan,William Oswekha,Kendy Widad",NA,Leaking Womb is a story of Yaya and Pete (siblings) who lost their child Hilda into a barren society that is in dire need of a child after being cursed by their father who termed their relationship as a taboo.
484,Standard Chartered: BigMomentsKe,2017,NA,"
Short            ",NA,NA,Claire Ash Meadow,,NA,Add a Plot
485,The Hanoi Connection,2018,87 min,"
Documentary            ",NA,NA,Karl Ammann,"Phil Hattingh,Derek Watts",NA,Exposing the demand characteristics of the illegal trade in rhino horn
486,Girls Who Say No,2013,32 min,"
Documentary, Short, Drama            ",NA,NA,Jake Sinclair,"Maryanne Wangui,Caroline Gitau,Lee Sinclair,Zainabu Hassan",NA,"No Means No Worldwide works to stop rape in one of the highest risk environments in the world, the massive slums ringing Nairobi, Kenya. They've proved that giving girls permission and the ...                See full summary »"
487,The Test,II 2010,52 min,"
Documentary, Drama            ",NA,NA,Gary Strieker,"Susan Maina,Lucy Matu,Steven Seda,Christine Strieker",NA,"An entire Kenyan community of 50,000 participates in an HIV testing and counseling campaign are provided with a CarePack of products to prevent malaria, HIV and diarrheal disease as ...                See full summary »"
488,Oblique,,NA,"
Short, Thriller            ",NA,NA,Jayesh Mehta,"Aaron Appleton,Maina Karimi,Tim Sweezey",NA,"A short film about a young man co-existing in a multiverse, where his actions in one universe directly affect him in an adjacent universe."
489,Bound to the Past,2013 Video,11 min,"
Documentary, Short, Drama            ",NA,NA,Andy Brown,"Luca Amayo,Elizabeth Wamukoya",NA,"'Bound to the Past' is the story of two youth from neighboring tribes off the northwest coast of Madagascar. Through their stories and perspectives, the film explores their cultures and the...                See full summary »"
490,One Fish at a Time,2015,13 min,"
Documentary, Short            ",NA,NA,Jack Bradley,,NA,"One Fish at a Time explores the precarious life of a traditional Kenyan fisherman on the creek, struggling to make a living. While he searches for fish with his dugout canoe and handmade ...                See full summary »"
491,Retribution,III 2013,NA,"
Short, Drama            ",NA,NA,Sahil Gada,,NA,Add a Plot
492,"Pokot Boys Initiation, Kenya",2019,NA,"
Documentary, Short            ",NA,NA,Kire Godal,,NA,Add a Plot
493,Kenya Boys,2011,14 min,"
Documentary, Short, Drama            ",NA,NA,Alvin Shen,"Harold Escotet,Douglas Engoro,Michael Likulu,Solomon Ndung'u,Joseph Njorge",NA,Five Kenyan high school boys living in the second largest slum in all of Kenya band together as a hip hop dance crew to try and audition for Kenya's version of 'America's Best Dance Crew' ...                See full summary »
494,Haraka Haraka,2012,26 min,"
Documentary, Short, Biography            ",NA,NA,Elena Negriolli,,NA,"""We have to move people fast"""
495,The Elephant in the Room,2013,NA,"
Documentary, Short            ",NA,NA,Vladimir Van Maule,,NA,Add a Plot
